Account ID,Balance,Credit Card Balance
37270298,4825,972359
25685385,7610,628773
29331255,8643,860477
22916601,7029,763937
21842304,2992,738265
33652185,5347,986886
27855560,7090,834667
25902003,8957,851196
28780336,5784,678373
34342120,7381,723858
20195720,8505,959896
32499676,3716,725452
24461943,2828,674918
32926046,6534,958911
33621990,4294,828299
20171743,4444,640708
38013272,4432,818580
33166055,5322,681677
21830565,6912,797664
28276034,7845,660406
20917369,8247,942283
34604992,3748,732454
19019875,2994,840080
35279321,3282,970344
36897056,3501,926883
25679678,3088,789570
27606629,6848,936233
20393406,4734,897183
22125333,3655,869404
34885092,8356,760495
23220094,3235,888843
26185062,6690,747680
19321067,8934,728498
24577172,6293,989489
35027480,2221,687763
37009016,4206,832134
31158548,5393,827157
20838159,4059,672734
36044049,8378,782682
28705686,3759,889176
39192677,2324,991854
29567660,6032,874947
37548625,5699,627724
25754720,8010,933550
36728518,2852,801492
26652968,4486,811323
19546239,7303,902840
38868200,8611,833478
23928825,8924,949847
22733473,8862,869035
36803223,4669,737531
21826231,2206,686427
20369022,5325,926553
20734708,6418,937814
33803053,7908,673470
22376398,7570,693497
24788684,6047,716843
29225463,6714,915335
19142127,4459,964194
19185500,2089,750726
34165388,7833,944413
30047388,8918,795681
36998270,4710,863512
39489393,3453,789197
36096536,7240,893757
25532552,8818,729994
31433773,4802,651726
33327476,5382,806947
19468765,7830,864858
33767999,3765,936702
20903372,4081,898062
24733391,2174,781555
25066826,3194,738754
35052380,3228,633438
37321330,2527,848644
27226773,7083,786024
22162631,3339,633883
38699257,3870,721193
25313704,8322,802865
36837411,3765,780956
28910429,2541,772670
22914995,7885,815551
22329412,3707,715356
19920978,7249,703208
24938450,4210,646794
36139328,7579,844454
39007296,7641,990281
36639114,2687,735677
31503437,7812,896161
28930201,8163,645586
27387633,3993,805826
20811820,7788,755196
27100481,3176,668760
30856282,8564,685304
32537740,5196,673621
19501178,4769,867317
21521975,3135,864525
20325563,7248,914379
20444001,7037,952156
30043077,3817,793184
33720843,8649,983770
37062386,4910,858112
36276354,6101,738548
25319945,8883,829368
28613151,6186,883779
38155639,4303,974727
36593655,4025,721427
33598515,4405,770134
38109371,6535,705069
34569655,7045,859126
27572882,3368,929916
21577525,5315,723684
27059865,6491,869241
36253789,4323,844560
19348005,3146,673101
20434401,4866,764595
28074097,2802,676635
24972738,6450,628831
19054617,7068,814748
21701563,5494,660630
26838368,8224,658548
23581565,2045,995539
37829188,6700,986070
24699279,2901,961395
32186926,4556,678606
38132203,6141,925566
38078890,5162,874444
20164185,7185,751466
39237986,5420,715418
28406082,3903,810445
36251367,4573,749362
33149826,8133,815188
23649089,6163,989624
23797452,5088,914218
21779418,6385,904881
28945326,4983,778010
19203369,5859,773584
18801418,7748,977303
28886835,3107,629494
25184777,7520,760781
37556862,7385,989440
20848825,7737,817428
29560443,4451,798938
38348906,2409,737248
18989403,5880,717033
36961327,2388,942023
33637578,8223,961715
20018838,5421,767734
24970356,5240,677050
22244731,2459,686433
32369461,5556,724688
27351420,8376,949892
26006588,2112,978454
29817742,3517,792722
27550407,4552,753295
29479742,7511,983432
29475078,3865,679981
32309021,7694,797802
31916070,2627,868620
28577699,6809,983112
23238822,4462,999646
30556962,8687,676455
38438823,7169,690214
23965817,8712,680658
38167088,6504,785567
38285563,6489,908582
27636097,5311,957621
34607534,3855,746054
37111880,8965,952797
25086938,4548,858087
23531459,5089,634263
31178912,6073,825922
35437874,7624,930738
27906783,3677,879140
28493957,8009,751528
20303601,5445,780718
38993342,4756,988368
24519338,7552,732862
34960419,2318,811291
28544068,2431,917142
39061932,2161,848840
34321699,3153,975758
29931193,2440,871778
27214236,6109,939230
39181851,7450,634611
33376350,2041,683545
38906494,7230,796321
37400913,2482,663468
26086747,5826,844391
32866696,2186,811360
21690575,7070,706003
23002841,2853,776891
36387803,4955,775653
24084089,2280,642075
19263958,3608,663228
30492897,6382,833847
23490919,2101,721175
39629244,2444,678909
22083103,3002,684904
27503085,3399,696222
38601958,8452,751649
31606267,2009,859112
36041680,5189,747913
31249777,6547,625703
23312469,6805,665501
32903818,8630,697289
37274845,5970,961537
34897188,2017,907418
35066037,5067,652348
24857144,2749,770932
38966116,2318,996238
19148825,2796,981487
20406364,3600,839794
27842034,2944,643013
29732972,2852,962645
25814657,4773,869948
24239847,4062,987987
39123337,7104,983789
35812642,3244,768042
33529629,2946,814578
39996960,3175,942268
36164380,3121,757944
38956243,3629,742823
28047900,4557,705449
30363104,7738,913399
28938681,7260,817974
22777273,3901,721367
28758763,2673,674599
33992817,4738,922271
27548666,7984,802031
39476366,8887,735464
33417614,5347,839489
35283020,2871,708211
38328719,4771,890804
28803809,2267,638777
32423703,6130,633773
27090932,5962,893373
19163355,6754,888966
28330718,2026,673987
34637314,7321,644781
22953786,7197,800632
37303599,8918,855356
28215092,2973,820039
28482307,6910,770476
32827353,4689,897770
33921023,6043,920426
25116698,8810,781529
25783620,2898,950720
31570670,7186,713942
25132304,2267,875364
26721277,6117,655948
35684581,5105,853342
34506800,4992,848339
29252970,4218,662664
21547879,2585,698116
26486708,4862,914096
33618530,5303,861838
37816156,7009,829086
25207924,4506,833987
37700476,6523,834358
28606713,4605,924910
25712775,8015,680386
25544211,7391,716801
21683420,4898,897636
27347184,3212,731576
32514607,2539,862154
23473396,8615,746488
28964011,3316,746754
28427179,8641,725569
28768610,7200,952077
39585611,8239,978432
33918406,3455,971797
27562893,7967,851815
34645974,6138,982741
29156265,8897,997973
39250549,5645,782004
21435144,5351,747159
20031901,8693,743167
34457500,4735,680388
33311893,6458,977912
37210252,8995,714271
33884583,6578,811791
23160094,6820,787423
33603056,4848,766316
30963817,4618,807526
24109878,2237,738180
22030618,2189,658357
20009586,2213,802408
36160304,5604,763361
36966489,4999,652933
33677777,2433,938307
35819511,3002,700373
19328694,6344,667324
38279145,8434,884095
35550201,8692,708010
36729731,6109,754914
28385278,3633,837989
29291399,8922,745332
37312883,8870,876563
31511821,3478,813022
23577219,6221,871664
39972377,8597,797674
21760608,6410,911453
33217051,8335,958295
38725647,4021,723231
35746663,4807,786261
33563154,3658,735960
34281497,8550,646957
28906138,6398,648223
33410464,2583,886281
28218634,8075,665510
33653702,3690,953108
34744601,5578,909174
26374349,8277,755153
28826915,8831,889934
37823872,4672,948213
23592062,5986,808516
24590872,7118,968134
29730083,7236,917856
30146386,2257,921454
37626948,2270,763447
24363708,3244,917124
39400574,7603,632693
33631591,4851,857137
24576891,8802,673530
25629296,5448,825850
34084115,6677,745220
25541681,6985,735258
26499800,2050,955491
19080625,7007,964271
19853765,5423,714906
29193313,5495,921950
27061889,8361,925528
28703999,7790,724268
19337873,8178,943464
27699408,4815,807527
20248604,7030,964633
25734706,8556,796171
19785130,6726,808030
26553569,2851,892822
25336293,7856,996664
20936814,2031,697100
35414396,6664,663431
21872238,4854,896066
36810182,5059,765003
23982186,8180,999810
34998677,7092,710716
32487951,7647,872639
30297403,8996,841691
33505026,8747,773663
22070373,7043,977268
25532511,4058,723053
28417419,7474,984382
23856728,4252,626336
24134335,5507,642604
34725970,8724,814547
39844029,6818,751388
20745935,7308,900673
20863388,4861,994270
36749105,3472,713101
35496603,3676,924280
19426656,7359,689496
28486790,8716,698045
25497566,8645,806721
21185052,6925,643484
29967380,7749,667799
20205647,7816,983860
33152864,5492,677356
19597827,6254,928070
19001560,3870,879519
30643098,8824,626082
20862157,7226,747604
27174417,5360,827093
22147857,3133,883089
22912446,4490,774194
35586704,8269,948042
27251400,6855,850410
25554585,5582,960857
24227140,3677,868981
22760939,8107,680650
21269840,8331,922089
29888672,3259,837683
37513297,2298,790193
33953428,3091,959508
31028811,3793,799045
39365493,6230,954175
39492014,5798,928058
39044857,2606,774291
37977924,4771,655591
29747109,6553,756675
30793925,5062,816357
21087084,5971,802496
28296279,5569,978619
28224930,8139,707608
36988277,7774,758971
34973354,7966,945753
34871285,4249,846621
28981080,6616,994694
29825368,4685,799613
36087285,6505,762153
33282393,8362,894898
33662812,5218,762620
31360171,7656,714183
20396020,3312,813418
36188890,5148,818938
20184189,6374,770896
36311645,7672,829302
29780943,2620,962740
35769998,7845,946593
27822698,6016,773443
21247020,2597,654631
20050348,5341,725845
37167304,6559,660647
25423745,2277,919459
35735477,8592,805597
28146569,2925,763310
24529517,6418,878110
23650518,7147,942578
39518435,4032,712161
22104904,5282,887018
28783182,3028,844897
32971822,7588,704433
38430047,4059,634888
24779457,5887,748620
19622759,7636,719330
18994807,5798,837627
37127383,5237,727960
25868729,4399,835748
39211874,2846,969487
29602264,2914,752558
39719775,3994,787117
38925185,6406,868557
36702868,3682,975505
36934792,6168,634245
33851613,2392,901811
30047510,2565,713760
27850932,7059,897861
36062234,5590,745520
20873285,7488,777749
34545084,2344,897461
22591833,4251,656478
22008658,5077,766531
21429201,2786,683406
39846833,8128,657824
34196027,7695,796234
19760218,6994,743728
39520950,8879,793244
23491814,7831,646876
25444438,6841,804026
39024334,6079,834461
30489474,3803,989150
27993735,4338,976828
28345590,3313,881644
38413869,5082,769221
25655431,2835,856026
22940253,3194,763709
31510395,4745,634775
32676706,5998,644092
37047049,6144,729454
35243603,8462,953236
28674763,8188,726164
21005020,6388,777757
35986640,7815,993000
28229899,3401,989194
39886235,4372,667307
39083487,8413,732014
27641191,7612,903435
21745486,8212,888941
22347734,6524,799926
38983602,6419,649011
25439285,8844,901678
32089480,7994,665536
24198910,8133,763262
24653711,4607,784811
28920395,4477,797743
24123475,7109,923184
32662966,7861,714301
39825633,8417,740122
28008347,8624,885700
36710961,4347,709502
39499550,2966,976177
35428632,8337,707730
19959658,5302,796571
19399558,3859,784744
33624600,2934,884208
25274509,8812,836480
33534835,7132,641318
24137011,4071,660600
31182960,3207,873835
26731975,8476,823026
21367745,7086,957650
28145334,7115,836069
38498224,7872,786527
34895005,8138,975902
25184548,5409,778578
32200218,8798,953230
38840445,6947,631731
36765225,2927,754362
31820679,7075,992768
31557254,5723,923678
36966771,8036,655108
28859074,6260,783220
24110498,2419,893130
27334279,8196,768953
22619492,4809,738917
33584689,2365,932994
31597449,4345,652027
31726356,6996,871714
32089362,5297,977225
36743644,4437,977200
33594891,7839,700791
23837409,6004,673742
29198938,7788,888564
39360684,3090,678169
37138429,2639,947860
38712412,2236,792931
38174336,5591,858272
24756136,2493,885565
22387890,4731,917940
19609163,2014,954914
23952957,3011,679143
22447985,2356,939733
30968914,5977,887843
19057637,7859,962037
35807574,7590,917677
33634565,5025,844566
23218910,4918,869238
34861693,6578,638417
38555903,5317,824323
27451901,7936,637202
21466911,4352,934374
31055413,4978,725480
36765600,6535,661317
28599227,8509,880418
28740922,5745,933950
28002991,4209,765124
36481091,6876,845372
30332889,3555,911451
21940307,4563,948268
20350351,4612,772312
28025881,8201,944860
34455572,7661,738517
39919360,3662,932723
35535969,5507,662942
23799017,3617,812183
23199210,2559,991293
39306591,7270,841442
29829734,8340,770668
34035227,2530,697076
29614802,8723,996114
27852618,6355,721957
25317871,2899,943589
35511766,2892,878075
24793721,2416,787199
31869070,7173,631154
19394303,3443,818997
37971650,3672,964582
28958281,7096,722422
35367384,7962,625638
28737175,2511,960259
25823897,5446,816803
39838863,4404,655545
22812296,4989,662066
29231910,4054,866253
20220235,6850,935662
38321252,8363,649471
35566215,3061,672323
29857809,6588,922433
30060973,2458,843413
24849130,2805,983343
29046388,5635,910156
29506278,8271,681823
26301582,2683,751546
37435066,8809,766052
28212738,2452,946347
38215426,5958,849916
19621272,2576,661159
25574846,7849,833443
20859220,2808,629186
19712898,7899,765169
35582571,7167,910044
36144570,2899,650603
37738833,5974,828825
24350198,2429,923258
32525224,4576,658941
36640826,2295,884630
29004662,5695,907011
31142298,6339,662904
20004543,7070,897767
19614930,7243,802794
29999826,6751,626866
33697390,7238,971326
24694173,5637,671679
28551373,4283,724382
34661718,3007,899933
22917795,5882,756728
29162076,6940,722481
31641900,6438,724806
26124487,8253,655406
19644569,8518,728056
37912757,3162,665535
24583037,2803,846934
31129486,8655,829111
27163075,2717,919494
24145126,4219,633881
19111426,3820,715765
30208511,3992,874492
21639862,8001,947793
27314707,7997,705446
30708610,3635,708942
35728283,6777,677894
33423541,3103,972862
25714193,7497,650406
30536201,6265,696785
39004899,7066,962086
36102785,8270,732192
32320056,2609,994432
34976046,3350,924292
27155923,5477,854405
24157259,5080,836263
23499794,6760,995337
31517986,6244,929686
26139165,3005,834608
38180645,5267,711429
39980600,4815,729918
20887926,3072,757335
33491257,2218,776139
36792106,2009,689210
32887892,5146,640256
19645668,3790,818953
19953693,2125,970815
24298586,8260,858059
23440817,3341,981225
38287120,4832,859147
21043135,7598,775114
27417565,4824,697774
32992481,8984,954237
28730815,5661,656369
22637725,8871,859909
20142448,6812,878994
31491295,5145,721339
30871676,4958,940302
37872453,5544,783887
27400935,6173,802609
19586990,8143,718497
36829673,7376,666532
35173100,7820,846541
23737102,8048,941785
27207485,3820,681400
33580472,6702,914959
20756264,3189,852799
38174748,6841,670421
21497593,2720,771421
32543029,8818,754763
38892183,7894,740125
37169071,8115,949221
39675681,4549,908847
29166629,5124,800808
23453345,5914,835149
19595601,3691,640326
39791992,7720,769964
20385278,3602,836669
26204225,2650,966745
22584829,6950,820953
29210889,7884,836318
25655336,4201,736761
20329758,6931,981958
30872971,3654,649718
18965131,6211,632974
39854329,5532,673270
23114691,5078,671882
19216566,5909,963297
31714416,6625,918553
28403958,2931,983903
22622205,6727,942344
37530716,7473,631162
33832169,8107,984778
24143938,8874,869646
25559064,6008,813616
22513877,7630,996077
33373815,8471,786837
21474530,7483,887085
22183917,5122,971112
34489896,2748,909952
31039498,3224,727382
37301367,5555,951132
23348589,7592,971433
31045919,2625,882367
23551328,4164,807224
21283032,4653,933616
37687844,8699,649867
39920970,8913,914095
30971849,2309,730930
39111600,6628,817051
29908634,4924,630195
37101117,3246,816228
34848213,2409,980171
38725578,8688,650707
38336573,2780,756543
30047171,4927,628269
22681830,2823,638005
30669306,7598,829654
21737504,3703,874167
31464347,4593,919826
23259409,8999,742272
21830685,2379,824299
38267879,5960,972009
30773740,2536,937887
28447588,6696,899235
25531313,5148,860238
23791750,6863,764899
34627848,2109,930334
22094252,2817,899725
23778537,2980,701386
30078941,5778,644730
35192986,6152,633944
21794413,2399,896079
34183956,5957,769537
38627487,5301,762841
31510437,6425,698726
33530610,6367,747390
29757235,2278,794325
36346570,3201,860754
25664898,2576,858151
27232372,7544,938883
22486092,4888,762019
19936470,4035,954977
39349748,4242,959103
25015290,6211,867224
38430343,8939,889178
25421300,2666,840015
24660753,8533,730377
24803109,2057,817215
19111397,6604,752438
36107073,7818,858497
35504458,6330,705757
19520505,8421,700675
24607746,5257,670958
38253141,4447,981739
34181259,4169,761799
35118946,4499,713435
29028187,3862,969154
32358563,6933,711118
18812671,2165,706627
19987174,8981,833545
19075424,8846,685037
39485701,3629,997648
26180233,5609,693305
34455598,8642,671049
32553938,7223,883029
32184189,3035,829673
24468637,5128,724053
36751820,3506,903407
21756573,5938,653982
21215068,6392,805223
22895259,4656,747144
38659397,7471,661995
31781180,7318,932199
28012020,4137,943957
26505950,6535,828459
36988164,7369,693396
33160777,2520,895895
37074214,7367,969825
24402226,5937,685294
26984032,7394,779264
22974030,3982,936964
25804018,3443,639885
25029763,8784,668860
20469897,5576,935014
34003343,4516,771602
21644163,6888,882435
33799967,3956,931816
35005357,4997,673237
27571327,3378,829386
27347259,8747,810608
25839044,3168,733525
21921471,7515,938794
20943750,6977,942892
26189316,2179,643936
27220350,8244,746451
34457713,2895,818279
30367065,2125,968114
21074956,2508,885865
21229754,4428,746036
38666404,6910,812254
21650765,4384,762067
33365843,5616,995028
34599416,2232,705138
35710201,3058,669763
33454148,8758,877276
35965383,4855,896818
29391074,5184,952770
21194829,8950,986457
27322800,7175,926463
29027040,6453,961239
31190654,3290,665335
27436150,8321,837082
23483111,6751,742284
22261744,6873,748616
27021176,3969,923429
28885114,5487,985976
36888086,3843,644866
23481350,7641,927806
21023682,4980,881623
30693151,3214,872471
32507861,2842,717222
28800526,8461,790527
19182478,2800,682842
27055950,8394,958349
23804265,8911,939762
31273079,7427,832443
35183765,5881,973336
22905320,8809,914825
22707423,7391,907825
23442097,4846,871019
27044888,6719,907265
28272897,4620,966213
24482475,6121,660565
29813580,2195,642497
36319068,8217,705870
24524357,6787,790168
35536281,3362,968840
25016284,2546,634219
20661944,4121,889286
31422390,4079,892866
30842690,7730,908785
36462798,8954,694511
35649124,3915,739374
32150310,5816,779323
38183657,4809,783488
33599370,3731,875636
37314215,7939,946643
20846405,6595,859096
32122474,3060,702605
29686954,6604,816332
19806979,4937,751696
26387276,8932,940633
23566342,4750,891869
18900071,7419,729634
24330748,5908,633025
23557392,6689,839447
32655346,3664,827763
26309813,5500,801689
32590694,6913,976020
32425398,4840,846390
33662035,7178,951248
23759456,7557,974918
26608277,2428,627208
19744762,4778,775216
29238910,2767,986344
21864639,3013,711361
26072202,8970,857621
31768361,6424,633276
37049980,3177,772541
20669482,6829,658060
23518798,6662,987279
38664932,5173,738684
29779337,2207,814714
39528241,2074,705198
25049050,8565,640048
20315412,8524,665388
33694540,6736,813528
33637355,6014,860172
23677306,6490,728942
39169819,3302,869319
34484391,3330,697241
19542012,8633,636478
32863021,7133,854735
21429413,3543,992550
24419864,6949,976161
19797463,6674,864763
24600088,2253,857267
21277099,2931,769955
38335747,3054,764220
26203536,6022,981703
36929333,7976,863436
26418726,4974,768978
23376972,8071,958035
33079581,6279,674256
18783582,2954,776278
38196062,3755,730221
22322833,4475,763168
28839112,3839,998491
27097513,5349,726832
39053927,6545,839237
34990766,6454,697016
38611424,6465,872567
33026598,7834,677150
33107987,8056,736142
37821697,5102,870453
29479978,2306,887928
36067436,4459,974316
38507078,3444,784033
28272150,3306,733454
29888992,4105,747906
23460655,3503,635328
31558732,2669,682069
19701927,7158,992382
36475199,3812,973509
21697669,8480,997010
28932299,2958,843826
32866117,4724,941633
32927398,5549,666351
32677432,4560,903834
20804975,3093,731012
39589792,8217,823149
20277229,3358,777155
37782868,8578,970402
20345609,2465,978269
27560638,7958,783514
19336313,3906,754020
30754154,6356,632783
32389506,5146,734578
23550160,8982,882556
39897703,2756,822573
32406296,5633,653743
23493424,8314,733134
23197902,7906,764116
19530651,4317,643395
36021059,3811,930165
37292048,3863,673349
21030383,5007,757572
33910660,2982,995985
33486276,3034,802507
23093052,3420,970117
32859965,4887,849870
34251331,2069,837540
21005948,7065,990463
20141118,5490,740972
34966133,8608,726933
24611541,8121,694900
35769895,5516,651821
26038129,6597,694033
23074905,4742,755182
25265520,8877,861368
24551353,8264,873721
20566617,2598,663761
36590683,4163,831206
31573977,2190,629646
21525950,8206,777709
26398981,4337,640354
33883988,6696,783250
30851028,6888,759834
28701551,2684,695733
35470436,3780,956217
36137538,4580,940644
29517690,4143,756434
36900781,7922,686081
34390239,3934,968617
32953272,8945,804513
30343009,4644,779288
30219464,2931,704704
35940817,8058,901396
20458906,6552,877761
28791178,6891,777386
21296406,5682,895429
37454939,8706,730448
23960719,2549,747986
31453428,5435,737292
21027363,4793,918793
28740808,8297,861784
34846563,8279,878144
30509966,8499,988035
31138984,8571,923429
38979046,6373,859416
22422968,5607,995411
30826462,4666,923255
23846807,4818,709842
24676940,7049,936437
28303437,7394,716005
22470818,6113,648440
26105645,3685,991719
19205916,7627,901036
33032450,4444,869341
30619644,2477,770537
28770256,4475,930961
25899804,5287,989519
22755701,4923,670726
20899577,3077,774678
21408719,2504,736100
28958243,7820,735046
26115461,2921,748075
19216178,6246,745754
26269997,3628,838224
33112938,4182,850852
34336505,5677,673989
32528398,7577,929929
38595519,6303,758933
38463861,6883,811949
34160163,3236,844255
30224648,4010,816331
30995224,3345,994587
28954509,6638,727417
38560735,4140,928930
34684991,2204,676016
38516708,3308,761594
22524837,7572,970629
26740830,2734,692129
34235647,4500,789629
19280853,8167,792397
35534833,4093,774785
33839131,7728,980096
30244257,7804,937126
18891519,3501,694662
35442212,5686,975748
20940463,2241,701734
31212671,3659,688030
27955551,4328,779976
32222770,7092,837461
20694802,2393,999602
37168112,3152,739240
21350125,5699,894821
27527002,2583,748799
35528380,3885,766551
35551736,4214,955975
26314156,3546,977310
31203972,8046,938220
37418179,3754,880241
24001469,8695,761569
18865696,5845,999167
32368862,3317,816791
21807314,8407,742882
31260954,6169,921370
26767822,5398,635077
38878237,4840,974732
30967544,5378,789311
27163605,8867,747120
30177862,3062,882636
18926232,9000,934860
32654556,7877,966363
27517852,3452,998948
34480040,8153,831208
38695131,6236,706693
39681282,6081,966586
21017018,2299,673459
29426122,7495,979230
30753864,3927,677245
27761454,3779,718446
33989744,8377,872679
27086971,3191,801737
37493350,5717,999621
20474008,5979,952777
27482051,6075,819486
18991378,4217,907062
27311214,8246,857735
33903048,3273,802354
30654061,4160,985403
33697744,8589,640068
28517791,5969,742836
37692971,5089,681749
33879945,2503,769625
39423535,3899,733036
34313413,5172,736868
22454115,7791,675435
22616811,8072,747341
29940298,4607,690702
39965441,7952,860145
28015248,3893,982393
37441731,2928,649439
30596386,5284,772566
30985918,3534,760580
36817404,5985,647598
25182030,5783,667628
35513628,7514,818812
27215910,6310,780888
26356357,7329,722754
37461861,5076,940430
31750950,7053,768154
19722624,3737,999862
34821135,2292,673831
35659116,5473,650179
26804276,3832,766046
27672041,3486,832340
35731858,3561,772025
30470070,4904,854986
26261433,3927,646246
21635032,4843,928818
31344812,7891,972863
33182452,2041,684902
26269559,3210,985216
33575773,7638,630082
25528776,5260,717020
38210214,6585,885631
30135851,3490,662801
29771923,7675,797428
35337793,4659,727850
21863847,4640,798579
36976368,3968,677439
35219042,8446,924791
31556749,3605,997398
25864238,3484,874213
26778565,2164,698132
35252638,5067,732638
33976611,5843,789460
26581102,3621,820719
36929370,4136,726067
27360965,7010,810638
18784384,5002,896314
39524242,4342,810751
22079018,3784,820960
29414918,6873,845068
21166614,5320,669540
20158471,7037,966111
31308168,4674,695422
37106334,6577,732686
30564157,3308,675718
27220908,5290,997846
31037270,6218,952941
21504896,7554,643706
32222042,2870,940993
20862059,8133,882831
26462800,4015,941127
35677997,4825,629928
24984014,8516,823508
25871062,5358,926174
25144256,7054,644564
28149380,2661,789862
32032024,2168,672142
24893076,7183,787465
29718690,5028,718845
24563709,2687,707849
31012500,7017,750816
39436918,8945,648797
24583245,3482,940022
29179330,2086,718100
21875701,6936,674658
34720668,6156,987968
23962472,5232,883085
36092169,8632,645255
25570644,2156,847740
35138844,5112,908410
39419265,6545,836568
27613114,4875,664906
27578858,4003,646978
24849772,8778,714031
24186750,3688,823542
19430005,7803,987952
39932422,6954,680745
26807347,3368,731606
29967319,6543,954149
28358644,8189,876597
27341831,4062,642743
34853854,8170,724846
19760229,4504,805779
22176637,4043,726376
22283141,4768,887254
32682943,3956,731705
29253938,3916,650051
37346877,6815,984010
30235459,6071,871426
36022172,6989,907453
28249563,5963,812240
39490643,5536,952610
20642393,5622,629426
31504723,7552,757556
19343634,3114,659803
33006106,3321,807002
34962538,5486,948916
19815304,6502,826253
28525449,5046,743707
25147674,3097,698419
23908808,8542,999683
28114373,8292,987589
26139827,2898,662084
39491834,7433,914915
38826272,2095,828484
25408788,3575,812993
28557378,2179,740311
38506521,3332,769159
20161446,8803,758056
34833649,7630,781605
26779413,5848,632442
38359249,6566,877064
21788257,8883,880713
34638413,8342,628736
25137863,4798,815059
24809445,7185,747425
39346432,8694,965595
36352792,6725,917567
24126321,2723,628743
33178061,2857,691546
39708052,5068,636798
28750909,7489,705280
21687177,8463,738399
25521641,3906,888968
19743502,3427,734568
30420310,8129,851908
37060213,7311,972831
29739445,7961,681242
26293078,6393,649483
25800351,3410,786911
28055671,4408,677515
34384176,8147,746868
20259232,7114,894753
24903184,5218,717497
21094834,2481,902159
24137483,5598,820057
28711253,7461,917183
30240432,3261,713360
23052410,5036,961182
30087545,2643,789448
32259266,3345,841132
24529085,8547,663314
39497570,3189,965553
25815803,4657,898926
36579856,4709,867676
28708141,5499,804371
26495697,2430,805175
26612500,8050,633841
25596386,5780,673746
34815391,3189,752918
25919946,4218,749813
31302324,8549,847618
31787954,3898,928068
18952255,3288,818893
32181577,2066,898527
21686815,4397,945970
25994370,6750,675379
29912364,2861,975709
37467316,5668,633823
28917349,4604,903465
33229868,3617,773857
33021006,2794,931420
25808705,7339,646751
31254992,8402,720501
31937022,3985,804377
34994600,7918,730462
23683903,6755,806428
29081770,5389,646016
39040083,4991,870410
27609140,7393,633498
32439956,6072,883172
37122805,2729,637055
35139818,3566,740093
25789960,3635,947779
29860798,2481,637166
22493841,4171,762497
19284656,4730,691377
22834000,6461,809009
19708156,3925,689117
29912800,8283,730566
38651818,6102,625760
19201570,2897,659988
39806147,8140,719255
33771402,8958,888549
30509109,8399,950424
28832692,2455,748908
32485278,2327,694117
38421588,3051,946326
30145981,2270,720990
21295311,2203,627758
39892095,3813,974388
33529736,2393,822626
30031141,5407,950884
25347110,5896,770480
26355103,5759,740551
22024010,2777,909965
26417311,6208,965871
31649107,5860,990877
18912788,3024,856686
25384488,4123,965597
18972131,3107,650488
39979053,5016,938714
29182212,5882,854787
38547801,2394,911562
22656005,3083,960173
28741554,7322,675354
38568236,5403,725538
27123458,7212,816572
30177847,3184,893066
26836813,3292,720241
36269632,2882,918951
39469311,6839,804400
36129429,3580,698952
24183406,4249,714774
35536705,7332,743241
38970285,3091,856840
25284688,8372,954666
38207065,4952,653914
29682896,7155,651876
24742374,3339,978738
26588794,2862,845615
24671776,6090,698534
27815993,6369,778084
34397934,5777,702281
32714686,8320,864952
37126767,3037,800261
21271965,3741,654781
19218434,4248,769052
35400238,8674,854193
26064912,8624,710815
24364678,7701,684648
28353238,4493,641395
34415075,2108,966397
36127429,6148,953862
28726132,8487,828009
34000222,8810,793213
30186412,4056,849493
32094835,2264,648904
32861013,2286,772765
37135068,2556,944864
37206227,5395,883200
39821462,5026,776220
30865420,4399,728501
38089787,8359,758319
21379816,5311,829586
35062059,4654,685489
24142992,7816,761702
31406604,5091,949953
37856805,5707,744402
31976468,7943,954405
34720594,5689,804578
22074137,2683,673977
28848582,8640,715140
23267473,3950,768304
35119533,5968,834372
31172576,6173,754474
35930325,3509,950720
19287554,8580,712997
37926845,2720,771681
32134573,5449,962077
35198438,8565,754648
23533082,5198,823964
36817836,2988,800821
39614136,7495,735381
39550366,8176,657982
28801321,3877,885879
27633411,7124,760379
37062142,4780,916415
38109082,6354,765946
32084060,4025,646493
27119368,3943,812895
20180230,5866,764546
25214517,5934,774331
37251597,6700,997137
34474441,5457,635279
38449111,5760,793958
38911508,3280,967742
39372794,8972,943271
37188004,5913,970675
29518687,3718,738892
23238938,3041,733580
25582036,5078,874551
39125452,6460,663135
19664157,5603,720841
25024686,4669,669098
21997807,2680,701862
37516107,6726,718442
38443013,4449,968135
32293810,5035,991215
31431340,3513,977793
32909215,5210,702222
37126251,6209,893642
39329628,5329,891544
38897348,3366,973292
19343873,2838,979862
26475624,5852,671196
38663987,5287,855981
19244579,8274,737114
33827344,2213,694849
18941799,4380,823710
30728952,2850,819592
19100679,5023,800686
34874737,3568,942109
29679179,8888,673630
37167903,2800,864341
39444568,2988,734820
22564321,3925,640658
21389488,4316,676866
24761943,6257,845934
37826530,2989,875041
30938809,2377,751190
19409432,8977,639406
32428729,5177,940551
32736644,7697,888011
33969141,5003,714298
30706328,3603,890224
27500429,2085,959677
37619040,6621,991193
22638330,5687,985986
36202705,7868,948503
38203884,7076,655239
27466384,6980,850331
33489150,7209,813402
19665523,7000,820933
38759717,3684,932376
19392047,7749,915828
32867148,3300,711181
37212246,7754,730528
34008864,7756,808598
33029811,7886,688621
37709511,6811,857742
30393105,7611,903493
30833933,2357,692138
33180844,8133,832122
34977416,3713,751820
29680398,7794,743630
27382938,2079,724449
